2,0,0,0,1,0,0,0,35,27,1,0,0,0,0,0,44.45000076,44.45000076,14,1225
3,1,0,0,0,1,0,0,32,20,1,0,1,40,40,14.70470047,38.04750061,23.34280014,12,1024
2,0,1,0,1,1,1,0,30,19,1,0,1,52,35,20.16254997,20.59288979,0.430329978,12,900
2,0,0,0,1,0,0,0,33,23,1,0,1,50,40,21.00222015,83.98788452,62.98569107,14,1089
2,0,0,1,0,0,1,0,31,26,1,0,1,26,48,21.86289024,88.82649994,66.96363068,12,961
2,0,0,0,1,0,0,0,35,24,1,0,1,52,40,40.39859009,58.96578217,18.56719017,16,1225
3,1,0,0,1,0,0,0,28,18,1,0,1,52,40,29.50388145,73.84888458,44.34503174,16,784
3,1,1,0,1,1,1,0,30,19,1,0,1,52,40,13.6551199,61.94659042,48.29146957,12,900
2,0,0,0,0,1,0,0,23,19,1,0,1,52,35,12.60553074,29.40941048,16.80388069,12,529
2,0,0,0,1,0,0,0,32,22,1,0,1,52,40,27.29974937,84.41825104,57.11849976,12,1024
2,0,0,0,1,0,0,0,31,18,1,0,0,0,0,0,36.7040329,36.7040329,13,961
2,0,0,0,1,0,0,0,28,19,0,1,1,10,40,1.79479003,6.780330181,4.985539913,6,784
3,1,0,1,0,0,1,0,33,26,1,0,1,48,38,12.60553074,67.19450378,54.5890007,14,1089
2,0,0,1,0,0,1,0,29,21,1,0,1,52,40,29.39892006,60.89699936,31.49809074,13,841
2,0,1,0,1,1,1,0,21,17,1,0,1,52,40,13.6551199,40.74494171,27.0898304,12,441
3,1,0,0,1,0,0,1,28,17,1,0,0,0,0,0,31.49809074,31.49809074,12,784
3,1,0,1,0,0,1,0,35,17,1,0,1,47,8,18.90305138,44.11412811,25.21106148,12,1225
3,1,0,0,1,0,0,0,25,18,1,0,1,50,40,18.90305138,22.90196991,3.998919964,9,625
4,1,0,0,1,0,0,0,33,22,1,0,1,17,40,7.441569805,52.60528183,45.16371918,20,1089
2,0,1,0,1,1,1,0,29,20,1,0,1,52,40,37.79558945,73.49206543,35.69644165,13,841
3,1,0,0,0,1,0,0,32,20,1,0,1,52,40,17.3286705,34.55237961,17.22372055,12,1024
3,1,0,0,0,1,0,0,28,19,0,1,0,0,0,0,37.79558945,37.79558945,11,784
2,0,1,0,1,1,1,0,22,19,1,0,1,24,40,8.407190323,16.81438065,8.407190323,12,484
2,0,0,0,1,0,0,0,25,18,1,0,1,52,38,14.70470047,31.5085907,16.80388069,12,625
2,0,1,0,1,1,1,0,27,20,1,0,0,0,0,0,20.75032997,20.75032997,12,729
3,1,0,1,0,0,1,0,33,25,1,0,1,40,40,14.70470047,41.16477966,26.46007919,16,1089
3,1,1,0,1,1,1,0,22,15,1,0,1,36,40,3.998919964,22.90196991,18.90305138,10,484
2,0,0,0,1,0,0,0,27,19,1,0,1,38,40,14.36884022,52.51080704,38.14196777,13,729
2,0,0,0,1,0,0,0,30,19,1,0,1,52,40,21.00222015,39.48544312,18.48322105,12,900
2,0,0,0,1,0,0,0,22,19,1,0,0,0,0,0,46.19231033,46.19231033,16,484
2,0,0,1,0,0,1,0,29,20,1,0,1,52,35,13.23528957,35.09815979,21.86289024,10,841
4,1,0,0,1,0,0,0,33,26,1,0,1,36,40,35.69644165,76.87168884,41.17528152,18,1089
2,0,1,0,1,1,1,0,29,19,1,0,1,52,40,6.308020115,31.51907921,25.21106148,12,841
4,1,1,0,1,1,1,0,26,18,1,0,1,4,40,10.50636005,67.20500183,56.6986618,12,676
2,0,0,1,0,0,1,0,33,23,1,0,0,0,0,0,37.84809113,37.84809113,12,1089
2,0,0,0,0,1,0,0,31,25,1,0,1,52,40,38.84519196,103.9300613,65.08487701,16,961
3,1,0,0,1,0,0,0,25,17,1,0,1,12,30,2.529500008,27.61463165,25.08510971,12,625
3,1,0,0,0,1,0,0,34,19,1,0,0,0,0,0,12.60553074,12.60553074,12,1156
2,0,0,0,1,0,0,0,28,23,1,0,1,52,40,28.0134716,56.40478134,28.39130974,18,784
3,1,0,0,0,1,0,1,29,22,1,0,1,52,40,25.2005806,60.89699936,35.69644165,17,841
2,0,1,0,1,1,1,0,25,18,1,0,1,50,40,17.85346985,45.15321732,27.29974937,12,625
2,0,0,0,0,1,0,0,26,21,1,0,1,36,5,3.893970013,20.69783974,16.80388069,14,676
3,1,0,0,1,0,0,0,26,21,1,0,0,0,0,0,12.61603069,12.61603069,16,676
2,0,0,1,0,0,1,0,34,19,1,0,1,52,40,16.25808907,35.16115952,18.90305138,12,1156
2,0,0,0,0,1,0,0,25,18,1,0,1,52,40,31.49809074,62.99619293,31.49809074,11,625
2,0,0,1,0,0,1,0,29,20,1,0,1,48,40,12.60553074,33.51328278,20.90777016,15,841
3,1,1,0,1,1,1,0,30,19,1,0,0,0,0,0,46.38121796,46.38121796,13,900
2,0,0,1,0,0,1,0,35,25,1,0,1,52,40,12.60553074,73.12468719,60.51916122,12,1225
2,0,0,1,0,0,1,0,34,24,1,0,1,50,40,21.00222015,74.49963379,53.49744034,12,1156
4,1,0,0,0,1,0,0,34,19,1,0,1,36,40,9.456769943,24.58131027,15.12454033,11,1156
2,0,0,0,1,0,0,0,23,17,1,0,1,52,40,16.04817963,24.07752037,8.02933979,12,529
3,1,0,0,0,1,0,0,29,16,1,0,1,52,40,29.39892006,62.99619293,33.59725189,12,841
